year,locationabbr,locationdesc,facilityname,city,clinic_status,topic,subtopic,data_value,clinicid,geolocation,year
2021,CA,California,Spring Fertility-Silicon Valley,Sunnyvale,Open,Clinic Services & Profile,Verified lab accreditation,Yes,875,POINT (-121.9928 37.3858),2021
2021,TX,Texas,Fertility Specialists of Texas-Lubbock,Lubbock,Open,Clinic Services & Profile,Total cycles,90,98,POINT (-101.888 33.5747),2021
2021,NV,Nevada,Nevada Fertility Institute,Las Vegas,Open,Clinic Services & Profile,Donated embryo services,Yes,831,POINT (-115.278 36.0714),2021
2021,TX,Texas,"Austin Fertility Institute, PA",Austin,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,112,POINT (-97.7031 30.4095),2021
2021,GA,Georgia,Reproductive Biology Associates,Atlanta,Open,Clinic Services & Profile,Gestational carrier services,Yes,196,POINT (-84.3495 33.907),2021
2021,FL,Florida,The Reproductive Medicine Group,Tampa,Open,Clinic Services & Profile,Gestational carrier services,Yes,267,POINT (-82.3963 28.0686),2021
2021,NC,North Carolina,Reproductive Endocrinology Associates of Charlotte,Charlotte,Open,Clinic Services & Profile,Total infants born,313,452,POINT (-80.8352 35.2041),2021
2021,IL,Illinois,Advanced Fertility Center of Chicago,Gurnee,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,300,POINT (-87.8993 42.3574),2021
2021,LA,Louisiana,Audubon Fertility,New Orleans,Open,Clinic Services & Profile,SART member,Yes,228,POINT (-90.1025 29.9375),2021
2021,IN,Indiana,"Family Beginnings, PC",Indianapolis,Open,Clinic Services & Profile,Donor egg services,Yes,352,POINT (-86.0409 39.9099),2021
2021,AL,Alabama,Fertility Institute of North Alabama,Huntsville,Open,Clinic Services & Profile,SART member,No,830,POINT (-86.5846 34.7209),2021
2021,TN,Tennessee,Tennessee Fertility Institute,Franklin,Open,Clinic Services & Profile,Deliveries,116,715,POINT (-86.8002 35.9602),2021
2021,CA,California,Reproductive Health and Wellness Center,Laguna Hills,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,888,POINT (-117.7321 33.6263),2021
2021,NJ,New Jersey,"University Reproductive Associates, PC",Hasbrouck Heights,Open,Clinic Services & Profile,Donor egg services,No,133,POINT (-74.0737 40.8585),2021
2021,FL,Florida,"Reproductive Medicine Associates of Florida, LLC",Lake Mary,Open,Clinic Services & Profile,Total cycles,331,815,POINT (-81.3532 28.7911),2021
2021,GA,Georgia,Emory Reproductive Center,Atlanta,Open,Clinic Services & Profile,Deliveries,301,511,POINT (-84.382 33.7848),2021
2021,VA,Virginia,Virginia Fertility & IVF,Charlottesville,Open,Clinic Services & Profile,Donated embryo services,Yes,52,POINT (-78.4399 38.0228),2021
2021,MO,Missouri,"MU Healthcare, Reproductive Health and Fertility Center",Columbia,Open,Clinic Services & Profile,Donated embryo services,Yes,268,POINT (-92.2878 38.9582),2021
2021,GA,Georgia,Kindbody Atlanta,Atlanta,Open,Clinic Services & Profile,Pregnancies,9,878,POINT (-84.3811 33.8367),2021
2021,RI,Rhode Island,Women & Infants Fertility Center,Providence,Open,Clinic Services & Profile,Verified lab accreditation,Yes,721,POINT (-71.4123 41.8141),2021
2021,WI,Wisconsin,"Aurora Health Care-Aurora Fertility Services, West Allis",West Allis,Reorganized,Clinic Services & Profile,Fertility preservation cycles,10,503,POINT (-88.0234 43.0014),2021
2021,WA,Washington,"Sound Fertility Care, PLLC",Seattle,Open,Clinic Services & Profile,Total cycles,314,610,POINT (-122.337 47.6127),2021
2021,TX,Texas,"Austin Fertility Institute, PA",Austin,Open,Clinic Services & Profile,Deliveries,96,112,POINT (-97.7031 30.4095),2021
2021,MA,Massachusetts,Brigham and Women's Hospital Center for Assisted Reproductive Technology,Boston,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,473,POINT (-71.1067 42.3362),2021
2021,CA,California,LifeStart Fertility Center,Agoura Hills,Open,Clinic Services & Profile,Donated embryo services,Yes,207,POINT (-118.767 34.148),2021
2021,CA,California,CARE for the Bay Area,Los Gatos,Open,Clinic Services & Profile,Pregnancies,74,280,POINT (-121.966 37.262),2021
2021,IL,Illinois,Southern Illinois University School of Medicine Fertility and IVF Center,Springfield,Open,Clinic Services & Profile,Donated embryo services,Yes,174,POINT (-89.6582 39.8094),2021
2021,VA,Virginia,CCRM Northern Virginia,Vienna,Open,Clinic Services & Profile,Pregnancies,313,806,POINT (-77.2207 38.9143),2021
2021,NY,New York,NYU Langone Reproductive Specialists of New York,Mineola,Open,Clinic Services & Profile,Deliveries,212,64,POINT (-73.6389 40.7395),2021
2021,NC,North Carolina,Carolinas Fertility Institute,Winston-Salem,Open,Clinic Services & Profile,Donated embryo services,Yes,601,POINT (-80.3142 36.0727),2021
2021,CA,California,Kaiser Permanente Center for Reproductive Health-Fremont,Fremont,Open,Clinic Services & Profile,Donated embryo services,No,467,POINT (-121.977 37.554),2021
2021,NJ,New Jersey,Diamond Institute for Infertility & Menopause,Millburn,Open,Clinic Services & Profile,Verified lab accreditation,Yes,463,POINT (-74.2868 40.723),2021
2021,CA,California,Fertility and Surgical Associates of California,Thousand Oaks,Open,Clinic Services & Profile,SART member,Yes,270,POINT (-118.872 34.1748),2021
2021,NJ,New Jersey,South Jersey Fertility Center,Marlton,Open,Clinic Services & Profile,Donated embryo services,Yes,43,POINT (-74.9247 39.8847),2021
2021,LA,Louisiana,ArkLaTex Fertility and Reproductive Medicine,Shreveport,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,129,POINT (-93.7765 32.4845),2021
2021,WI,Wisconsin,"Aurora Health Care-Aurora Fertility Services, West Allis",West Allis,Reorganized,Clinic Services & Profile,Gestational carrier services,Yes,503,POINT (-88.0234 43.0014),2021
2021,CA,California,"California Center for Reproductive Health, Reproductive Fertility Center",West Hollywood,Open,Clinic Services & Profile,Pregnancies,268,426,POINT (-118.393 34.091),2021
2021,TX,Texas,Aspire Fertility-Dallas,Addison,Open,Clinic Services & Profile,Total cycles,630,703,POINT (-96.8308 32.9724),2021
2021,NY,New York,Manhattan Reproductive Medicine,New York,Open,Clinic Services & Profile,Pregnancies,22,25,POINT (-73.9605 40.7717),2021
2021,MI,Michigan,"IVF Michigan Rochester Hills & Flint, PC",Rochester Hills,Open,Clinic Services & Profile,Total cycles,430,631,POINT (-83.1317 42.6236),2021
2021,MI,Michigan,"Michigan Reproductive & IVF Center, PC",Grand Rapids,Open,Clinic Services & Profile,Pregnancies,416,56,POINT (-85.5892 42.9879),2021
2021,OK,Oklahoma,Mate Fertility,Oklahoma City,Open,Clinic Services & Profile,Total cycles,36,892,POINT (-97.5781 35.5225),2021
2021,CA,California,Kaiser Permanente Center for Reproductive Health-Sacramento,Sacramento,Open,Clinic Services & Profile,Verified lab accreditation,Yes,515,POINT (-121.43 38.5964),2021
2021,DE,Delaware,RADfertility,Newark,Open,Clinic Services & Profile,Verified lab accreditation,Yes,488,POINT (-75.6731 39.6856),2021
2021,CO,Colorado,Denver Fertility-Albrecht Women's Care,Englewood,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,36,POINT (-104.865 39.5387),2021
2021,NV,Nevada,Red Rock Fertility Center,Las Vegas,Open,Clinic Services & Profile,Pregnancies,72,379,POINT (-115.291 36.086),2021
2021,CA,California,Spring Fertility-Silicon Valley,Sunnyvale,Open,Clinic Services & Profile,Gestational carrier services,Yes,875,POINT (-121.9928 37.3858),2021
2021,TX,Texas,IVFMD-Irving,Irving,Open,Clinic Services & Profile,Total cycles,647,469,POINT (-96.9555 32.9098),2021
2021,CA,California,California Dream Fertility Center,Irvine,Open,Clinic Services & Profile,Gestational carrier services,Yes,889,POINT (-117.7633 33.6655),2021
2021,WA,Washington,Pacific Northwest Fertility and IVF Specialists,Seattle,Open,Clinic Services & Profile,Verified lab accreditation,Yes,128,POINT (-122.324 47.6092),2021
2021,FL,Florida,Florida Fertility Institute,Clearwater,Open,Clinic Services & Profile,Pregnancies,135,383,POINT (-82.7075 28.0104),2021
2021,OR,Oregon,ORM Fertility-Portland,Portland,Open,Clinic Services & Profile,Gestational carrier services,Yes,272,POINT (-122.687 45.5205),2021
2021,CA,California,Santa Monica Fertility,Santa Monica,Open,Clinic Services & Profile,Pregnancies,268,491,POINT (-118.472 34.0357),2021
2021,IL,Illinois,Fertility Centers of Illinois-Highland Park IVF Center,Highland Park,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,63,POINT (-87.8081 42.1897),2021
2021,TX,Texas,Center for Assisted Reproduction,Bedford,Open,Clinic Services & Profile,Fertility preservation cycles,32,249,POINT (-97.1295 32.8344),2021
2021,NC,North Carolina,"Duke Fertility Center, Duke University Medical Center",Morrisville,Open,Clinic Services & Profile,Donor egg services,Yes,333,POINT (-78.9283 35.9224),2021
2021,NJ,New Jersey,Diamond Institute for Infertility & Menopause,Millburn,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,463,POINT (-74.2868 40.723),2021
2021,NC,North Carolina,Wake Forest University Center for Reproductive Medicine,Winston-Salem,Open,Clinic Services & Profile,Total infants born,143,605,POINT (-80.2941 36.0881),2021
2021,HI,Hawaii,Fertility Institute of Hawaii,Honolulu,Open,Clinic Services & Profile,Total cycles,805,219,POINT (-157.839 21.2996),2021
2021,OK,Oklahoma,OU Health Reproductive Medicine,Oklahoma City,Open,Clinic Services & Profile,Verified lab accreditation,Yes,9,POINT (-97.5009 35.4775),2021
2021,TX,Texas,Fertility Center of San Antonio,San Antonio,Open,Clinic Services & Profile,Gestational carrier services,Yes,123,POINT (-98.5738 29.5103),2021
2021,CA,California,Pacific Reproductive Center,Torrance,Open,Clinic Services & Profile,Donor egg services,Yes,188,POINT (-118.35 33.8149),2021
2021,UT,Utah,Reproductive Care Center,Sandy,Reorganized,Clinic Services & Profile,Verified lab accreditation,Yes,79,POINT (-111.851 40.5668),2021
2021,OH,Ohio,Cleveland Clinic Fertility Center,Beachwood,Open,Clinic Services & Profile,Verified lab accreditation,Yes,380,POINT (-81.4892 41.5005),2021
2021,VA,Virginia,Virginia Center for Reproductive Medicine,Reston,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,278,POINT (-77.3304 38.9482),2021
2021,CA,California,Laurel Fertility Care,San Francisco,Open,Clinic Services & Profile,Donated embryo services,Yes,19,POINT (-122.423 37.7905),2021
2021,WI,Wisconsin,"Aurora Health Care-Aurora Fertility Services, West Allis",West Allis,Reorganized,Clinic Services & Profile,Donated embryo services,Yes,503,POINT (-88.0234 43.0014),2021
2021,NY,New York,Northwell Health Fertility-NYC,New York,Reorganized,Clinic Services & Profile,Pregnancies,104,828,POINT (-73.9633 40.7641),2021
2021,NC,North Carolina,Reproductive Endocrinology Associates of Charlotte,Charlotte,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,452,POINT (-80.8352 35.2041),2021
2021,IL,Illinois,Advanced Reproductive Center,Rockford,Open,Clinic Services & Profile,SART member,No,623,POINT (-88.9989 42.272),2021
2021,TX,Texas,Advanced Fertility Center of Texas,Houston,Open,Clinic Services & Profile,Gestational carrier services,Yes,489,POINT (-95.5702 29.7837),2021
2021,MI,Michigan,"Michigan Center for Fertility and Women's Health, PLC",Warren,Open,Clinic Services & Profile,Gestational carrier services,Yes,318,POINT (-83.0604 42.5202),2021
2021,NC,North Carolina,"Program for Assisted Reproduction at Atrium Health's Carolinas Medical Center, CMC Women's Institute",Charlotte,Reorganized,Clinic Services & Profile,Deliveries,240,217,POINT (-80.8389 35.205),2021
2021,NY,New York,"Infertility & IVF Medical Associates of Western New York, PLLC dba, Buffalo IVF",Buffalo,Open,Clinic Services & Profile,SART member,Yes,440,POINT (-78.7831 42.9639),2021
2021,NY,New York,NYU Langone Reproductive Specialists of New York,Mineola,Open,Clinic Services & Profile,Fertility preservation cycles,124,64,POINT (-73.6389 40.7395),2021
2021,FL,Florida,"Reproductive Medicine Associates of Florida, LLC",Lake Mary,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,815,POINT (-81.3532 28.7911),2021
2021,CA,California,Fertility Center of Southern California,Irvine,Open,Clinic Services & Profile,Pregnancies,97,211,POINT (-117.794 33.6757),2021
2021,OK,Oklahoma,OU Health Reproductive Medicine,Oklahoma City,Open,Clinic Services & Profile,Total infants born,180,9,POINT (-97.5009 35.4775),2021
2021,TX,Texas,HART Fertility Clinic,The Woodlands,Open,Clinic Services & Profile,SART member,Yes,468,POINT (-95.4569 30.1909),2021
2021,,National,National,,Open,Clinic Services & Profile,Fertility preservation cycles,36072,"9,999",,2021
2021,MN,Minnesota,CCRM Minneapolis,Edina,Open,Clinic Services & Profile,Donor egg services,Yes,611,POINT (-93.3272 44.8841),2021
2021,NJ,New Jersey,Delaware Valley Institute of Fertility & Genetics,Marlton,Open,Clinic Services & Profile,Verified lab accreditation,Yes,322,POINT (-74.9194 39.8744),2021
2021,NC,North Carolina,UNC Fertility,Raleigh,Reorganized,Clinic Services & Profile,SART member,Yes,344,POINT (-78.7637 35.9067),2021
2021,FL,Florida,Florida Fertility Institute,Clearwater,Open,Clinic Services & Profile,Total cycles,548,383,POINT (-82.7075 28.0104),2021
2021,VA,Virginia,The New Hope Center for Reproductive Medicine,Virginia Beach,Open,Clinic Services & Profile,SART member,Yes,202,POINT (-76.0727 36.8269),2021
2021,CA,California,Santa Barbara Fertility Center,Santa Barbara,Open,Clinic Services & Profile,Fertility preservation cycles,13,12,POINT (-119.703 34.4331),2021
2021,PR,Puerto Rico,"GREFI, Gynecology, Reproductive Endocrinology & Fertility Institute",San Juan,Open,Clinic Services & Profile,Fertility preservation cycles,*,145,POINT (-66.0706 18.4418),2021
2021,NY,New York,Columbia University Fertility Center,New York,Open,Clinic Services & Profile,Pregnancies,665,75,POINT (-73.9815 40.7668),2021
2021,PA,Pennsylvania,AHN Center for Reproductive Medicine,Pittsburgh,Open,Clinic Services & Profile,Verified lab accreditation,Yes,628,POINT (-80.0249 40.5738),2021
2021,MI,Michigan,Michigan Reproductive Medicine,Bloomfield Hills,Open,Clinic Services & Profile,Donor egg services,Yes,364,POINT (-83.2485 42.5906),2021
2021,MD,Maryland,Johns Hopkins Fertility Center,Lutherville,Open,Clinic Services & Profile,SART member,Yes,58,POINT (-76.6666 39.4207),2021
2021,TX,Texas,DFW Center for Fertility & IVF,Allen,Open,Clinic Services & Profile,Gestational carrier services,No,626,POINT (-96.6796 33.1106),2021
2021,IL,Illinois,Fertility Centers of Illinois-Highland Park IVF Center,Highland Park,Open,Clinic Services & Profile,Pregnancies,438,63,POINT (-87.8081 42.1897),2021
2021,NY,New York,"Reproductive Medicine Associates of New York, LLP",New York,Open,Clinic Services & Profile,Total cycles,6194,130,POINT (-73.971 40.7637),2021
2021,TX,Texas,Fertility Specialists of Texas-Lubbock,Lubbock,Open,Clinic Services & Profile,Donated embryo services,Yes,98,POINT (-101.888 33.5747),2021
2021,CA,California,"Tree of Life Center for Fertility, Kinderwunschzentrum Los Angeles",Tarzana,Open,Clinic Services & Profile,Total cycles,272,171,POINT (-118.533 34.1705),2021
2021,NY,New York,Strong Fertility Center,Rochester,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,357,POINT (-77.6303 43.0645),2021
2021,OH,Ohio,Bethesda Fertility Center,Cincinnati,Open,Clinic Services & Profile,Deliveries,94,285,POINT (-84.3405 39.2513),2021
2021,NC,North Carolina,"Duke Fertility Center, Duke University Medical Center",Morrisville,Open,Clinic Services & Profile,Pregnancies,195,333,POINT (-78.9283 35.9224),2021
2021,TX,Texas,DFW Center for Fertility & IVF,Allen,Open,Clinic Services & Profile,Total cycles,146,626,POINT (-96.6796 33.1106),2021
2021,MO,Missouri,"MU Healthcare, Reproductive Health and Fertility Center",Columbia,Open,Clinic Services & Profile,Verified lab accreditation,Yes,268,POINT (-92.2878 38.9582),2021
2021,CA,California,Bay IVF Center,Palo Alto,Open,Clinic Services & Profile,Total infants born,45,423,POINT (-122.152 37.4307),2021
2021,MA,Massachusetts,Baystate Reproductive Medicine,Springfield,Open,Clinic Services & Profile,Donated embryo services,Yes,154,POINT (-72.61 42.123),2021
2021,SC,South Carolina,"Piedmont Reproductive Endocrinology Group, PA",Greenville,Open,Clinic Services & Profile,Donor egg services,Yes,10,POINT (-82.3396 34.8631),2021
2021,KS,Kansas,Reproductive Resource Center of Greater Kansas City,Overland Park,Open,Clinic Services & Profile,Pregnancies,157,386,POINT (-94.6619 38.9301),2021
2021,CA,California,Reproductive Medicine Associates of Southern California,Los Angeles,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,825,POINT (-118.444 34.0358),2021
2021,CA,California,Northern California Fertility Medical Center,Sacramento,Open,Clinic Services & Profile,Total cycles,1456,424,POINT (-121.363 38.6447),2021
2021,MO,Missouri,Missouri Fertility,Columbia,Open,Clinic Services & Profile,Fertility preservation cycles,*,365,POINT (-92.3174 38.9505),2021
2021,NC,North Carolina,"Duke Fertility Center, Duke University Medical Center",Morrisville,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,333,POINT (-78.9283 35.9224),2021
2021,DE,Delaware,"Delaware Institute for Reproductive Medicine, PA",Newark,Open,Clinic Services & Profile,Pregnancies,97,20,POINT (-75.6732 39.686),2021
2021,PA,Pennsylvania,AHN Center for Reproductive Medicine,Pittsburgh,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,628,POINT (-80.0249 40.5738),2021
2021,NY,New York,CNY Fertility Center,Syracuse,Open,Clinic Services & Profile,Total cycles,13650,377,POINT (-76.1264 43.0023),2021
2021,CA,California,"Central California IVF Program, Women's Specialty and Fertility Center",Clovis,Open,Clinic Services & Profile,Verified lab accreditation,Yes,178,POINT (-119.661 36.8418),2021
2021,MI,Michigan,Henry Ford Reproductive Medicine,Troy,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,632,POINT (-83.1487 42.5601),2021
2021,CA,California,Western Fertility Institute,Encino,Open,Clinic Services & Profile,Fertility preservation cycles,341,706,POINT (-118.488 34.1567),2021
2021,FL,Florida,Florida Fertility Institute,Clearwater,Open,Clinic Services & Profile,Total infants born,108,383,POINT (-82.7075 28.0104),2021
2021,OH,Ohio,SpringCreek Fertility,Dayton,Open,Clinic Services & Profile,Donated embryo services,Yes,618,POINT (-84.1389 39.6422),2021
2021,AL,Alabama,"University of Alabama at Birmingham, Reproductive Endocrinology and Infertility",Birmingham,Open,Clinic Services & Profile,Deliveries,49,151,POINT (-86.8047 33.506),2021
2021,ND,North Dakota,Sanford Health Reproductive Medicine Institute,Fargo,Open,Clinic Services & Profile,Donated embryo services,No,360,POINT (-96.7981 46.8304),2021
2021,FL,Florida,"New Leaders in Fertility & Endocrinology, LLC",Pensacola,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,55,POINT (-87.204 30.4674),2021
2021,FL,Florida,"Center for Reproductive Medicine, PA",Winter Park,Open,Clinic Services & Profile,Pregnancies,302,109,POINT (-81.3646 28.5836),2021
2021,MO,Missouri,Missouri Fertility,Columbia,Open,Clinic Services & Profile,Donor egg services,No,365,POINT (-92.3174 38.9505),2021
2021,PA,Pennsylvania,Shady Grove Fertility-Pennsylvania,Wayne,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,2,POINT (-75.4619 40.0681),2021
2021,NJ,New Jersey,"Center for Reproductive Medicine and Fertility, Louis R. Manara, DO",Voorhees,Open,Clinic Services & Profile,Verified lab accreditation,Yes,485,POINT (-74.9233 39.8426),2021
2021,TX,Texas,CCRM Dallas-Fort Worth,Frisco,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,427,POINT (-96.8142 33.1089),2021
2021,SC,South Carolina,"Piedmont Reproductive Endocrinology Group, PA",Greenville,Open,Clinic Services & Profile,SART member,Yes,10,POINT (-82.3396 34.8631),2021
2021,TX,Texas,Dallas-Fort Worth Fertility Associates,Dallas,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,177,POINT (-96.7663 32.8835),2021
2021,VA,Virginia,Genetics & IVF Institute,Fairfax,Open,Clinic Services & Profile,Gestational carrier services,Yes,461,POINT (-77.2332 38.8685),2021
2021,FL,Florida,Fertility Center & Applied Genetics of Florida,Sarasota,Open,Clinic Services & Profile,Total infants born,59,149,POINT (-82.4663 27.2724),2021
2021,TX,Texas,ReproMed Fertility Center,Dallas,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,24,POINT (-96.785 32.7972),2021
2021,CA,California,Western Fertility Institute,Encino,Open,Clinic Services & Profile,Pregnancies,239,706,POINT (-118.488 34.1567),2021
2021,WI,Wisconsin,"Froedtert & Medical College of Wisconsin, Reproductive Medicine Center",Menomonee Falls,Open,Clinic Services & Profile,Total infants born,197,183,POINT (-88.0718 43.145),2021
2021,DE,Delaware,"Delaware Institute for Reproductive Medicine, PA",Newark,Open,Clinic Services & Profile,Gestational carrier services,Yes,20,POINT (-75.6732 39.686),2021
2021,TN,Tennessee,Tennessee Reproductive Medicine,Chattanooga,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,307,POINT (-85.183 35.0539),2021
2021,GA,Georgia,Emory Reproductive Center,Atlanta,Open,Clinic Services & Profile,SART member,Yes,511,POINT (-84.382 33.7848),2021
2021,KY,Kentucky,"Fertility & Endocrine Associates, Louisville Reproductive Center",Louisville,Open,Clinic Services & Profile,Deliveries,59,281,POINT (-85.6322 38.2354),2021
2021,NC,North Carolina,"Program for Assisted Reproduction at Atrium Health's Carolinas Medical Center, CMC Women's Institute",Charlotte,Reorganized,Clinic Services & Profile,Donated embryo services,Yes,217,POINT (-80.8389 35.205),2021
2021,FL,Florida,Fertility Center & Applied Genetics of Florida,Sarasota,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,149,POINT (-82.4663 27.2724),2021
2021,CO,Colorado,CNY Fertility Colorado,Colorado Springs,Reorganized,Clinic Services & Profile,Verified lab accreditation,Yes,153,POINT (-104.789 38.8283),2021
2021,MI,Michigan,Gago IVF,Brighton,Open,Clinic Services & Profile,Fertility preservation cycles,14,59,POINT (-83.8063 42.5696),2021
2021,NY,New York,"Boston IVF, The Albany Center",Loudonville,Open,Clinic Services & Profile,Total infants born,175,507,POINT (-73.7675 42.6974),2021
2021,NY,New York,"Metropolitan Reproductive Medicine, PC",New York,Open,Clinic Services & Profile,Pregnancies,15,421,POINT (-73.9803 40.7853),2021
2021,TX,Texas,"Texas Fertility Center, Vaughn, Silverberg & Associates",Austin,Open,Clinic Services & Profile,Fertility preservation cycles,389,276,POINT (-97.7514 30.3472),2021
2021,CO,Colorado,CNY Fertility Colorado,Colorado Springs,Reorganized,Clinic Services & Profile,Gestational carrier services,Yes,153,POINT (-104.789 38.8283),2021
2021,GA,Georgia,Atlanta Center for Reproductive Medicine,Atlanta,Open,Clinic Services & Profile,Gestational carrier services,Yes,94,POINT (-84.3495 33.9171),2021
2021,NC,North Carolina,Reproductive Endocrinology Associates of Charlotte,Charlotte,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,452,POINT (-80.8352 35.2041),2021
2021,NY,New York,The New York Fertility Center,Flushing,Open,Clinic Services & Profile,Gestational carrier services,No,113,POINT (-73.8262 40.7539),2021
2021,CA,California,Fertility Centers of Orange County,Irvine,Open,Clinic Services & Profile,Donor egg services,Yes,271,POINT (-73.9735 40.7637),2021
2021,TX,Texas,The Center for Reproductive Endocrinology,Dallas,Open,Clinic Services & Profile,Deliveries,120,608,POINT (-96.7744 32.9127),2021
2021,CA,California,Marin Fertility Center,Greenbrae,Open,Clinic Services & Profile,SART member,No,65,POINT (-122.534 37.9439),2021
2021,OK,Oklahoma,Mate Fertility,Oklahoma City,Open,Clinic Services & Profile,Egg cryopreservation services,Yes,892,POINT (-97.5781 35.5225),2021
2021,PA,Pennsylvania,Shady Grove Fertility-Pennsylvania,Wayne,Open,Clinic Services & Profile,Gestational carrier services,Yes,2,POINT (-75.4619 40.0681),2021
2021,MA,Massachusetts,CCRM Boston,Newton,Open,Clinic Services & Profile,Donor egg services,Yes,801,POINT (-71.18 42.3186),2021
2021,NY,New York,"Global Fertility & Genetics, NY",New York,Open,Clinic Services & Profile,Verified lab accreditation,Yes,819,POINT (-73.9699 40.7615),2021
2021,TX,Texas,Austin Fertility and Reproductive Medicine-Westlake IVF,Austin,Open,Clinic Services & Profile,SART member,Yes,442,POINT (-97.8541 30.3133),2021
2021,CA,California,Spring Fertility-East Bay,Oakland,Open,Clinic Services & Profile,Donor egg services,Yes,876,POINT (-122.2662 37.8117),2021
2021,CA,California,LifeStart Fertility Center,Agoura Hills,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,207,POINT (-118.767 34.148),2021
2021,NV,Nevada,Red Rock Fertility Center,Las Vegas,Open,Clinic Services & Profile,Gestational carrier services,Yes,379,POINT (-115.291 36.086),2021
2021,GA,Georgia,Kindbody Atlanta,Atlanta,Open,Clinic Services & Profile,Total cycles,63,878,POINT (-84.3811 33.8367),2021
2021,CA,California,Western Fertility Institute,Encino,Open,Clinic Services & Profile,Donated embryo services,Yes,706,POINT (-118.488 34.1567),2021
2021,AZ,Arizona,IVF Phoenix,Scottsdale,Open,Clinic Services & Profile,Pregnancies,47,384,POINT (-111.876 33.5756),2021
2021,AZ,Arizona,Arizona Center for Reproductive Endocrinology and Infertility,Tucson,Open,Clinic Services & Profile,Donor egg services,Yes,160,POINT (-110.883 32.2475),2021
2021,IL,Illinois,North Shore Fertility,Skokie,Open,Clinic Services & Profile,Deliveries,43,520,POINT (-87.7349 42.041),2021
2021,NY,New York,"Legacy IVF, LLC",New York,Open,Clinic Services & Profile,Deliveries,83,824,POINT (-73.9512 40.7823),2021
2021,NV,Nevada,Fertility Center of Las Vegas,Las Vegas,Open,Clinic Services & Profile,Embryo cryopreservation services,Yes,233,POINT (-115.29 36.143),2021
2021,FL,Florida,University of Miami Infertility Center,Miami,Open,Clinic Services & Profile,Fertility preservation cycles,30,215,POINT (-80.2158 25.7887),2021
2021,CO,Colorado,Shady Grove Fertility Colorado,Greenwood Village,Reorganized,Clinic Services & Profile,Embryo cryopreservation services,Yes,719,POINT (-104.901 39.7604),2021
2021,CO,Colorado,CNY Fertility Colorado,Colorado Springs,Reorganized,Clinic Services & Profile,Pregnancies,417,153,POINT (-104.789 38.8283),2021
2021,NY,New York,"Weill Cornell Medicine, Center for Reproductive Medicine",New York,Open,Clinic Services & Profile,Deliveries,1213,437,POINT (-73.9552 40.7655),2021
2021,TX,Texas,"Texas Tech University Health Sciences Center, Center for Fertility and Reproductive Surgery",Lubbock,Open,Clinic Services & Profile,Total infants born,53,519,POINT (-101.89 33.5877),2021
2021,MN,Minnesota,Mayo Clinic Assisted Reproductive Technologies,Rochester,Open,Clinic Services & Profile,Donor egg services,Yes,523,POINT (-92.4668 44.0227),2021
2021,IL,Illinois,InVia Fertility Specialists,Hoffman Estates,Open,Clinic Services & Profile,SART member,Yes,425,POINT (-88.1412 42.0542),2021
2021,NJ,New Jersey,Delaware Valley Institute of Fertility & Genetics,Marlton,Open,Clinic Services & Profile,Donor egg services,Yes,322,POINT (-74.9194 39.8744),2021
2021,NY,New York,Kindbody-New York,New York,Open,Clinic Services & Profile,Donated embryo services,No,814,POINT (-73.9931 40.737),2021
2021,TX,Texas,IVFMD-Irving,Irving,Open,Clinic Services & Profile,Gestational carrier services,Yes,469,POINT (-96.9555 32.9098),2021
2021,TX,Texas,Dallas-Fort Worth Fertility Associates,Dallas,Open,Clinic Services & Profile,Donor egg services,Yes,177,POINT (-96.7663 32.8835),2021
2021,NC,North Carolina,"Program for Assisted Reproduction at Atrium Health's Carolinas Medical Center, CMC Women's Institute",Charlotte,Reorganized,Clinic Services & Profile,Fertility preservation cycles,78,217,POINT (-80.8389 35.205),2021
2021,KS,Kansas,"Midwest Reproductive Center, PA",Olathe,Open,Clinic Services & Profile,Total infants born,128,243,POINT (-94.8245 38.8528),2021
